,id,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift,target_d
228,47276,AL,Male,485.0,247,378.0,305,370.0,12619.0,7.181818182,6.0
229,27329,GA,M,684.0,282,318.0,336,375.0,13025.0,15.0,15.0
230,102579,MO,U,300.0,240,283.0,285,322.0,10527.0,5.0,5.0
231,145403,CA,F,2730.0,294,304.0,391,447.0,15068.0,5.127659575,10.0
232,59814,IN,F,392.0,249,301.0,295,343.0,11274.0,5.4535,5.0
233,85059,MN,M,303.0,254,294.0,299,337.0,12469.0,3.722222222,5.0
234,168103,CA,M,1279.0,280,249.0,315,276.0,6474.0,8.0,10.0
235,13452,FL,M,562.0,257,268.0,312,313.0,11595.0,7.625,10.0
236,183673,WA,F,413.0,214,227.0,229,249.0,6780.0,9.0,10.0
237,160306,CA,F,1283.0,360,386.0,367,380.0,12397.0,12.33333333,10.0
238,140347,NM,M,911.0,224,285.0,319,378.0,12142.0,8.0,10.0
239,57092,KY,M,1110.0,452,474.0,532,542.0,17207.0,23.66666667,36.0
240,171216,CA,F,1361.0,368,409.0,441,487.0,16200.0,5.833333333,5.0
241,111861,AR,M,340.0,136,150.0,165,196.0,7061.0,3.6,5.0
242,66393,MI,M,605.0,369,415.0,377,441.0,14582.0,21.0,50.0
243,189848,FL,M,885.0,264,331.0,343,414.0,18769.0,9.733333333,12.0
244,103298,MO,F,588.0,258,310.0,293,340.0,11512.0,12.5,15.0
245,104442,KS,F,2172.0,1033,1048.0,1031,1078.0,42625.0,23.33333333,35.0
246,83279,MN,F,1300.0,596,717.0,674,772.0,28518.0,9.0,19.0
247,153026,CA,F,1625.0,196,197.0,238,256.0,10679.0,6.214285714,10.0
248,162687,CA,F,3238.0,271,389.0,325,402.0,21383.0,15.4,35.0
249,133283,ID,M,595.0,276,283.0,312,323.0,9788.0,10.83333333,15.0
250,58934,KY,F,282.0,169,198.0,190,225.0,7323.0,15.0,10.0
251,151195,CA,F,3905.0,882,1022.0,923,989.0,35563.0,8.25,10.0
252,1322,MI,F,376.0,397,401.0,405,412.0,15260.0,12.42857143,14.0
253,157307,CA,M,3254.0,481,607.0,485,614.0,18646.0,25.0,30.0
254,175582,OR,F,411.0,198,225.0,225,240.0,9565.0,9.428571429,15.0
255,78875,WI,F,1043.0,519,544.0,578,604.0,22555.0,15.0,15.0
256,57705,KY,F,375.0,145,138.0,189,205.0,8278.0,3.576923077,5.0
257,70039,MI,M,828.0,452,495.0,515,594.0,21946.0,10.13333333,13.0
258,138307,AZ,Female,1711.0,401,441.0,527,608.0,23098.0,12.4,18.0
259,163614,CA,F,4051.0,588,605.0,617,630.0,21692.0,4.571428571,10.0
260,21966,NC,female,824.0,285,305.0,333,356.0,13339.0,5.92,6.0
261,44433,FL,M,606.0,220,244.0,265,290.0,11294.0,11.0,10.0
262,189234,NV,F,781.0,221,263.0,294,321.0,13071.0,6.333333333,5.0
263,37304,FL,M,640.0,244,266.0,303,335.0,12992.0,7.642857143,5.0
264,35728,FL,M,786.0,339,354.0,349,361.0,11296.0,11.33333333,10.0
265,30640,GA,F,629.0,256,339.0,319,420.0,15293.0,10.33333333,15.0
266,7734,WI,male,683.0,331,349.0,367,397.0,13025.0,11.22727273,20.0
267,42776,FL,M,1385.0,300,358.0,391,472.0,21226.0,14.0,16.0
268,44817,FL,F,534.0,197,223.0,231,254.0,9144.0,3.357142857,5.0
269,165241,CA,M,2589.0,620,650.0,692,733.0,28038.0,11.75,15.0
270,111371,AR,U,655.0,356,401.0,362,412.0,13334.0,8.6,20.0
271,134398,UT,F,777.0,317,408.0,346,431.0,14867.0,7.555555556,10.0
272,88868,IL,F,2313.0,502,646.0,579,725.0,28018.0,7.428571429,8.0
273,183223,WA,male,876.0,337,353.0,403,439.0,15017.0,15.25,23.0
274,186925,SD,F,235.0,211,257.0,250,295.0,9870.0,10.91666667,15.0
275,132097,CA,F,1988.0,364,463.0,429,494.0,17239.0,12.375,13.0
276,61962,IN,F,970.0,314,370.0,389,455.0,15281.0,12.66666667,25.0
277,162656,CA,F,685.0,166,205.0,227,257.0,7945.0,17.4,20.0
278,79602,WI,male,937.0,321,441.0,433,545.0,18567.0,10.57692308,15.0
279,65578,MI,F,693.0,399,415.0,446,481.0,15421.0,10.11111111,21.0
280,169186,CA,M,1050.0,256,290.0,296,339.0,11406.0,5.2,9.0
281,189438,HI,M,1563.0,263,349.0,275,360.0,16647.0,7.666666667,9.0
282,110871,AR,Female,341.0,160,215.0,215,252.0,8707.0,4.0,5.0
283,168370,CA,F,2798.0,425,428.0,469,474.0,21926.0,14.5,15.0
284,156618,CA,F,2043.0,364,385.0,412,423.0,19087.0,9.666666667,25.0
285,109858,LA,F,772.0,369,365.0,447,446.0,16215.0,9.7,15.0
286,99501,MO,F,988.0,509,521.0,509,529.0,15666.0,10.0,10.0
287,125467,TX,F,431.0,194,209.0,219,223.0,8888.0,12.5,15.0
288,55956,FL,F,1625.0,450,531.0,578,660.0,33485.0,9.25,10.0
289,103644,MO,F,376.0,178,233.0,219,248.0,10244.0,6.0,10.0
290,39613,FL,F,701.0,332,348.0,394,403.0,13020.0,9.685,5.0
291,159,MN,M,530.0,236,307.0,296,359.0,12208.0,9.310344828,12.0
292,129748,CO,F,1208.0,560,549.0,616,612.0,18843.0,13.8,16.0
293,174576,OR,F,681.0,335,398.0,356,419.0,14011.0,30.75,51.0
294,71639,MI,M,755.0,496,530.0,520,578.0,16944.0,12.14285714,17.0
295,172851,CA,M,1148.0,240,311.0,321,423.0,16188.0,13.0,10.0
296,164364,CA,F,2332.0,508,533.0,528,574.0,19798.0,5.714285714,6.0
297,176253,OR,F,1506.0,517,573.0,632,711.0,39301.0,32.91666667,50.0
298,140181,CO,F,487.0,117,152.0,161,197.0,9103.0,3.444444444,3.0
299,5331,NC,U,1618.0,508,580.0,527,635.0,22608.0,11.54545455,14.0
300,31953,IL,M,1210.0,471,519.0,511,553.0,17995.0,12.22222222,12.0
301,79399,WI,male,487.0,298,322.0,328,360.0,11498.0,17.5,30.0
302,74732,MI,M,229.0,214,260.0,246,285.0,8985.0,15.91666667,15.0
303,36395,FL,M,885.0,345,565.0,473,595.0,30256.0,11.1,15.0
304,75835,IA,F,298.0,234,250.0,269,279.0,9825.0,3.857142857,5.0
305,4606,IL,F,1045.0,288,347.0,337,399.0,12829.0,24.75,25.0
306,51234,TN,F,484.0,232,324.0,265,318.0,10806.0,9.5,25.0
307,71616,MI,M,501.0,397,403.0,424,434.0,12437.0,27.625,50.0
308,182697,WA,U,613.0,246,290.0,296,335.0,11634.0,20.0,20.0
309,173100,CA,F,625.0,172,190.0,226,250.0,8875.0,13.0,21.0
310,172784,CA,F,688.0,175,187.0,258,292.0,9422.0,5.571428571,5.0
311,145637,CA,F,2908.0,606,644.0,677,717.0,23934.0,16.25,25.0
312,41445,FL,M,1007.0,433,498.0,543,608.0,22698.0,17.5,35.0
313,22900,SC,F,750.0,170,171.0,223,213.0,10765.0,21.33333333,10.0
314,93086,IL,F,1088.0,241,288.0,308,343.0,10050.0,20.0,20.0
315,95727,IL,U,364.0,305,333.0,329,383.0,12461.0,15.55555556,18.0
316,127759,TX,M,304.0,249,260.0,281,297.0,9565.0,5.8,6.0
317,190666,CA,M,1202.0,256,281.0,308,325.0,14662.0,8.611111111,13.0
318,90894,IL,F,827.0,369,415.0,386,430.0,14536.0,4.473684211,4.0
319,160275,CA,F,1585.0,331,358.0,373,405.0,14925.0,20.0,5.0
320,184723,AK,Male,1037.0,472,513.0,533,568.0,17888.0,16.25,10.0
321,52548,TN,M,457.0,203,270.0,256,316.0,10766.0,13.57142857,14.0
322,158813,CA,M,2279.0,429,463.0,491,520.0,25286.0,9.5,10.0
323,73008,MI,F,587.0,305,325.0,316,345.0,10907.0,8.214285714,12.0
324,105144,KS,F,424.0,192,244.0,236,298.0,9813.0,4.0,3.0
325,52132,TN,F,397.0,271,293.0,270,292.0,9937.0,6.857142857,7.0
326,12474,FL,F,739.0,340,347.0,339,348.0,12436.0,8.0,10.0
327,160425,CA,U,1135.0,265,299.0,306,324.0,11259.0,9.923076923,12.0
328,175112,CA,F,3018.0,728,749.0,749,757.0,21525.0,20.0,20.0
329,51382,TN,M,688.0,311,364.0,335,377.0,11395.0,10.66666667,25.0
330,146153,CA,F,1442.0,293,321.0,333,368.0,10759.0,18.25,44.0
331,133743,ID,M,491.0,218,255.0,248,283.0,9606.0,8.25,20.0
332,155602,CA,M,1426.0,435,534.0,509,577.0,21462.0,20.14285714,25.0
333,149199,CA,M,2667.0,481,577.0,579,671.0,23903.0,7.666666667,15.0
334,124514,TX,F,575.0,425,422.0,449,451.0,12960.0,17.14285714,26.0
335,57407,KY,M,1453.0,512,607.0,590,658.0,22926.0,15.0,21.0
336,185774,NC,female,650.0,278,372.0,339,445.0,17843.0,15.47727273,12.0
337,189962,CA,M,833.0,295,299.0,378,403.0,13341.0,11.85714286,10.0
338,27045,WI,F,571.0,217,259.0,280,327.0,12055.0,8.9375,16.0
339,97424,IL,M,413.0,166,239.0,259,323.0,11274.0,4.848484849,5.0
340,163591,CA,M,3919.0,427,453.0,552,589.0,25828.0,23.14285714,35.0
341,15772,NC,female,439.0,134,189.0,168,212.0,7525.0,5.666666667,10.0
342,71427,MI,M,914.0,421,530.0,467,543.0,20079.0,16.5,30.0
343,159039,CA,F,1656.0,298,350.0,356,388.0,17943.0,15.35,25.0
344,22984,SC,F,0.0,0,0.0,0,0.0,0.0,6.0,1.0
345,89210,AR,F,493.0,188,202.0,223,259.0,9997.0,44.72727273,25.0
346,6490,WA,male,1118.0,354,453.0,385,466.0,13991.0,22.0,25.0
347,48003,AL,U,765.0,408,430.0,441,472.0,15150.0,7.611111111,10.0
348,189199,KS,F,636.0,311,412.0,332,495.0,16133.0,16.66666667,25.0
349,117882,AR,Female,424.0,252,303.0,299,354.0,14198.0,11.66666667,20.0
350,174932,OR,F,923.0,447,481.0,493,524.0,17104.0,12.9,20.0
351,101033,MO,M,696.0,387,406.0,421,430.0,12711.0,13.8,21.0
352,143299,CA,M,2581.0,555,641.0,561,676.0,21182.0,14.44444444,15.0
353,189749,FL,M,1093.0,366,413.0,434,478.0,19287.0,9.0,10.0
354,127108,TX,F,727.0,427,421.0,431,437.0,14147.0,13.75,10.0
355,74614,MI,F,616.0,342,373.0,375,403.0,11510.0,4.416666667,5.0
356,182519,WA,male,635.0,236,243.0,298,307.0,11588.0,15.0,5.0
357,95467,IL,F,765.0,352,381.0,435,456.0,18503.0,5.9375,4.0
358,126530,TX,M,369.0,253,269.0,266,291.0,7909.0,25.0,30.0
359,9049,FL,F,586.0,323,327.0,334,335.0,8833.0,8.818181818,15.0
360,19986,NC,M,397.0,183,210.0,230,255.0,7214.0,9.0,10.0
361,25731,GA,M,804.0,366,408.0,400,441.0,15041.0,15.0,21.0
362,45258,FL,F,518.0,184,213.0,228,264.0,11126.0,10.0,5.0
363,175996,OR,F,1149.0,504,526.0,550,580.0,19641.0,11.5,10.0
364,56113,MS,M,494.0,259,306.0,296,333.0,10812.0,4.102564103,5.0
365,138945,AZ,Female,1773.0,226,354.0,342,425.0,16919.0,11.0,23.0
366,135098,AZ,Female,699.0,250,290.0,286,299.0,15108.0,7.583333333,20.0
367,87074,MT,female,320.0,172,208.0,247,285.0,9900.0,10.64,5.0
368,23723,SC,M,880.0,412,433.0,469,505.0,18480.0,7.555555556,10.0
369,116053,TX,M,1112.0,594,619.0,597,639.0,26632.0,6.0,6.0
370,92021,IL,M,960.0,344,411.0,398,459.0,16580.0,20.0,20.0
371,164989,CA,F,5287.0,1032,1105.0,949,1002.0,43904.0,13.375,30.0
372,126013,TX,M,697.0,435,488.0,457,497.0,15966.0,15.33333333,20.0
373,117076,TX,F,548.0,238,236.0,261,271.0,7325.0,7.941176471,10.0
374,26680,GA,F,794.0,323,396.0,461,507.0,21758.0,10.81818182,15.0
375,176252,OR,M,716.0,371,373.0,419,421.0,15858.0,10.36363636,15.0
376,119154,TX,J,595.0,400,429.0,387,426.0,14881.0,5.576923077,10.0
377,141442,NV,M,943.0,497,509.0,523,533.0,17961.0,17.09090909,18.0
378,1012,NC,M,1133.0,430,601.0,533,621.0,26361.0,12.21428571,15.0
379,42878,FL,F,595.0,248,274.0,288,313.0,15936.0,6.125,10.0
380,188896,AZ,M,705.0,286,293.0,284,298.0,10610.0,25.0,40.0
381,99338,MO,F,1844.0,676,713.0,726,786.0,25507.0,7.75,10.0
382,64563,IN,F,334.0,227,265.0,269,307.0,10104.0,13.57142857,20.0
383,5335,TX,F,515.0,271,361.0,315,362.0,13012.0,10.6875,10.0
384,112703,OK,F,318.0,148,197.0,200,236.0,7787.0,15.0,15.0
385,32380,FL,M,825.0,266,263.0,405,419.0,17633.0,4.764705882,5.0
386,40566,FL,F,1530.0,442,545.0,535,619.0,23340.0,10.85714286,17.0
387,32359,FL,M,922.0,292,304.0,319,335.0,10541.0,4.278688525,3.0
388,146628,CA,F,1999.0,154,163.0,215,220.0,6449.0,13.85714286,10.0
389,113690,OK,M,530.0,224,242.0,316,360.0,14188.0,20.0,10.0
390,102011,MO,F,576.0,243,312.0,301,354.0,12603.0,19.92307692,30.0
391,17714,NC,female,770.0,350,409.0,354,436.0,11822.0,12.42857143,26.0
392,134619,UT,M,925.0,456,457.0,463,458.0,12465.0,9.3,11.0
393,106649,NE,F,827.0,535,542.0,598,597.0,21162.0,19.6,26.0
394,147045,CA,F,1989.0,526,607.0,540,572.0,19716.0,7.9,10.0
395,86420,ND,F,734.0,408,404.0,403,402.0,11843.0,5.083333333,7.0
396,20445,NC,M,572.0,212,227.0,263,282.0,9728.0,17.6,20.0
397,89924,IN,F,1152.0,521,546.0,542,561.0,17112.0,5.090909091,5.0
398,156937,CA,M,1605.0,416,420.0,442,443.0,15534.0,15.0,17.0
399,151986,CA,F,2598.0,518,570.0,576,627.0,27570.0,9.0,15.0
400,139324,NM,U,1017.0,322,521.0,407,590.0,22316.0,10.8,15.0
401,154067,CA,F,967.0,381,391.0,392,426.0,10138.0,8.416666667,10.0
402,74825,IA,F,310.0,175,288.0,244,316.0,11934.0,4.608695652,5.0
403,22425,SC,F,454.0,238,261.0,290,304.0,9795.0,13.81818182,20.0
404,55450,MS,female,350.0,173,220.0,241,280.0,9613.0,3.52631579,5.0
405,64650,MI,M,587.0,304,319.0,362,400.0,15481.0,26.5,40.0
406,144974,CA,M,3404.0,752,750.0,770,761.0,31850.0,10.0,20.0
407,4254,CA,M,1738.0,355,375.0,387,395.0,15779.0,17.1,20.0
408,171188,CA,F,1283.0,223,292.0,295,359.0,13175.0,11.53333333,14.0
409,181569,WA,F,886.0,293,351.0,366,433.0,16413.0,17.33333333,21.0
410,68797,MI,F,927.0,323,359.0,333,371.0,18248.0,7.666666667,10.0
411,99602,MO,F,649.0,317,399.0,350,410.0,16063.0,7.941176471,10.0
412,182586,WA,male,429.0,192,215.0,224,259.0,8712.0,6.866666667,8.0
413,11023,CA,M,1869.0,559,560.0,577,600.0,20539.0,6.4,5.0
414,176409,OR,M,709.0,361,442.0,440,494.0,15076.0,12.4,30.0
415,72452,MI,F,951.0,601,611.0,639,648.0,20169.0,3.333333333,4.0
416,77523,WI,F,856.0,458,478.0,497,536.0,18209.0,8.357142857,15.0
417,29130,GA,M,664.0,357,363.0,389,414.0,11747.0,9.6,10.0
418,141308,UT,F,695.0,288,371.0,338,412.0,11994.0,4.692307692,4.0
419,15349,NC,M,651.0,201,367.0,336,472.0,30052.0,20.0,30.0
420,124095,TX,F,328.0,268,308.0,300,317.0,10558.0,15.0,21.0
421,106583,NE,M,337.0,296,344.0,350,415.0,14902.0,5.547619048,5.0
422,131263,CO,F,475.0,82,90.0,150,125.0,7813.0,9.533333333,12.0
423,14376,KY,F,295.0,182,219.0,242,285.0,10151.0,9.454545455,15.0
424,147641,CA,F,2302.0,313,390.0,411,521.0,18199.0,7.133333333,10.0
425,131972,CO,F,513.0,250,288.0,313,347.0,11462.0,5.777777778,6.0
426,170714,CA,F,1452.0,286,279.0,346,363.0,13126.0,12.61538462,20.0
427,167755,CA,M,5940.0,761,1114.0,721,1004.0,43571.0,13.0,18.0
428,188721,IL,F,1159.0,505,511.0,529,541.0,16156.0,12.45454546,20.0
429,4026,IN,F,748.0,444,495.0,515,571.0,20264.0,3.222222222,2.0
430,151679,CA,F,1478.0,339,383.0,334,354.0,11745.0,21.0,23.0
431,155963,CA,F,1272.0,405,410.0,421,433.0,11674.0,6.923076923,10.0
432,70881,MI,M,331.0,182,206.0,219,235.0,7226.0,13.0,15.0
433,2153,TX,M,839.0,363,419.0,445,484.0,15463.0,7.548387097,8.0
434,173192,CA,F,608.0,165,173.0,219,254.0,10193.0,9.375,10.0
435,4390,WA,F,727.0,345,395.0,401,449.0,16422.0,8.785714286,10.0
436,178789,WA,F,1364.0,411,477.0,483,564.0,18678.0,20.875,10.0
437,79650,WI,F,731.0,359,402.0,410,447.0,14412.0,8.833333333,10.0
438,163316,CA,M,4769.0,518,660.0,607,757.0,38507.0,28.75,40.0
439,93824,IL,F,1105.0,351,461.0,362,468.0,13805.0,4.576923077,10.0
440,33190,FL,F,1010.0,407,519.0,560,632.0,23774.0,7.16,11.0
441,4017,CA,F,5725.0,610,763.0,698,807.0,53158.0,9.923076923,15.0
442,176140,OR,M,709.0,349,431.0,420,512.0,18938.0,8.75,8.0
443,120720,TX,M,214.0,151,176.0,203,240.0,8210.0,17.0,23.0
444,80733,WI,F,491.0,255,331.0,314,349.0,12302.0,7.5,15.0
445,131468,CO,F,726.0,303,321.0,362,400.0,15904.0,7.363636364,8.0
446,124298,TX,F,816.0,360,515.0,509,635.0,28807.0,3.703703704,4.0
447,21133,NC,female,863.0,238,311.0,319,404.0,14415.0,7.0,13.0
448,23732,SC,F,1060.0,313,370.0,422,465.0,17255.0,4.95,4.0
449,188133,AL,F,828.0,478,506.0,487,540.0,16643.0,4.75,5.0
450,167838,CA,M,2291.0,353,407.0,402,440.0,13687.0,8.875,15.0
451,113186,OK,M,1385.0,249,409.0,419,554.0,22877.0,5.321428571,5.0
452,154114,NV,F,775.0,218,266.0,272,312.0,15459.0,12.66666667,20.0
453,171738,CA,M,2098.0,564,752.0,611,730.0,34394.0,9.75,12.0
454,20401,NC,female,476.0,193,244.0,243,282.0,9066.0,16.16666667,30.0
455,69878,MI,M,568.0,375,406.0,429,459.0,15234.0,7.80952381,12.0
456,138443,AZ,Female,650.0,174,203.0,216,251.0,9170.0,15.0,15.0
457,13806,WI,F,409.0,216,268.0,266,317.0,10381.0,5.602941177,7.0
458,119801,TX,F,873.0,422,486.0,459,499.0,15800.0,14.66666667,25.0
459,56339,KY,F,397.0,170,209.0,235,290.0,10204.0,3.62962963,5.0
460,125506,TX,F,384.0,161,166.0,187,206.0,5691.0,12.2,20.0
461,190635,SC,U,389.0,206,289.0,269,319.0,9837.0,8.666666667,32.0
462,12361,IL,F,5778.0,517,1068.0,668,996.0,57644.0,62.5,100.0
463,136428,AZ,Female,1887.0,591,801.0,672,829.0,47673.0,15.0,25.0
464,184478,WA,male,439.0,143,187.0,189,230.0,10453.0,7.333333333,15.0
465,55105,MS,female,407.0,182,231.0,236,282.0,8199.0,5.8,4.0
466,188170,FL,M,1098.0,374,386.0,427,432.0,16263.0,22.78571429,50.0
467,171397,IN,M,709.0,403,459.0,485,549.0,21035.0,29.0,25.0
468,159562,CA,F,546.0,191,208.0,219,234.0,5846.0,14.8,2.0
469,32523,FL,F,1073.0,377,407.0,411,456.0,15296.0,11.66666667,10.0
470,115311,OK,F,303.0,177,204.0,225,245.0,8573.0,3.75,4.0
471,154668,CA,F,690.0,315,353.0,330,367.0,12427.0,11.52631579,15.0
472,103260,MO,M,589.0,353,388.0,398,433.0,12376.0,8.777777778,10.0
473,19260,NC,female,610.0,376,427.0,347,392.0,13105.0,8.0,17.5
474,111023,AR,Female,332.0,170,222.0,233,269.0,8725.0,15.0,20.0
475,67961,MI,F,355.0,293,312.0,312,320.0,11403.0,15.0,21.0
476,92272,IL,M,549.0,292,327.0,313,352.0,11100.0,16.42857143,20.0
477,157311,CA,M,5344.0,705,943.0,787,945.0,55857.0,17.5,25.0
478,190616,WI,male,483.0,241,281.0,286,330.0,11527.0,7.5,5.0
479,121153,TX,M,1438.0,366,570.0,534,622.0,21758.0,12.57142857,25.0
480,91431,IL,F,1191.0,357,362.0,455,466.0,14436.0,25.0,50.0
481,4917,LA,F,801.0,425,441.0,469,498.0,18631.0,9.789473684,15.0
482,63436,IN,F,333.0,224,273.0,281,322.0,11513.0,11.66666667,51.0
483,20853,NC,female,1521.0,405,419.0,464,508.0,21761.0,6.875,10.0
484,44351,FL,M,948.0,330,365.0,368,411.0,17728.0,9.4,35.0
485,130530,CO,F,698.0,377,395.0,382,407.0,13327.0,20.0,20.0
486,181550,WA,F,735.0,192,235.0,256,300.0,10690.0,13.28571429,20.0
487,108158,LA,F,565.0,284,297.0,304,309.0,8302.0,3.95,5.0
488,149164,CA,M,3385.0,608,731.0,705,784.0,35534.0,14.2,25.0
489,186358,KY,U,448.0,139,303.0,197,330.0,10164.0,5.142857143,5.0
490,136629,AZ,M,1137.0,451,490.0,503,564.0,25510.0,20.0,10.0
491,12330,IL,M,1326.0,550,503.0,675,644.0,17543.0,41.83333333,100.0
492,98941,IL,F,423.0,213,280.0,276,330.0,11676.0,8.166666667,9.0
493,172597,CA,F,1431.0,243,289.0,289,331.0,12639.0,7.153846154,3.0
494,147956,CA,F,2481.0,226,248.0,270,283.0,8369.0,9.166666667,5.0
495,47819,AL,Male,682.0,451,462.0,443,485.0,17756.0,12.7,10.0
496,130554,CO,F,663.0,375,406.0,399,425.0,12667.0,12.7,20.0
497,157213,CA,F,1909.0,417,510.0,468,550.0,23187.0,12.5,20.0
498,90532,AZ,M,727.0,350,381.0,399,426.0,20399.0,11.2,20.0
499,187744,CO,F,729.0,324,343.0,400,447.0,16479.0,4.894736842,7.0
500,11143,IA,M,424.0,294,332.0,310,368.0,11315.0,39.0,44.0
501,121978,TX,M,693.0,292,325.0,352,377.0,10971.0,24.44444444,50.0
502,190597,FL,F,737.0,273,363.0,338,383.0,15847.0,7.038461539,12.0
503,6325,IN,F,331.0,322,370.0,320,368.0,13193.0,14.0,15.0
504,11943,CA,F,3447.0,357,400.0,451,503.0,19465.0,13.44444444,10.0
505,19789,NC,M,355.0,219,283.0,250,285.0,9550.0,10.0,10.0
506,41288,FL,M,466.0,271,292.0,291,325.0,11148.0,5.0,9.0
507,102706,MO,F,835.0,401,423.0,487,537.0,20242.0,3.375,3.0
508,10287,FL,F,1258.0,599,634.0,649,692.0,21114.0,8.296296296,15.0
509,34429,FL,M,482.0,119,226.0,234,294.0,8265.0,12.53846154,15.0
510,106190,KS,M,404.0,277,279.0,322,339.0,10275.0,7.307692308,20.0
511,16973,NC,female,1024.0,303,344.0,364,404.0,16209.0,6.394736842,8.0
512,2853,IN,F,682.0,265,342.0,364,426.0,16860.0,7.772727273,10.0
513,131064,CO,F,989.0,472,477.0,507,507.0,16856.0,12.08333333,12.0
514,136494,AZ,Female,1390.0,441,469.0,524,547.0,19141.0,15.0,15.0
515,77848,WI,F,691.0,249,406.0,311,436.0,13489.0,5.0,5.0
516,43010,FL,F,560.0,220,227.0,270,286.0,9385.0,17.0,25.0
517,82518,MN,M,906.0,476,617.0,563,668.0,22377.0,30.28571429,42.0
518,130426,CO,F,831.0,408,415.0,426,445.0,12932.0,25.0,30.0
519,186807,CA,F,5544.0,701,761.0,769,815.0,32332.0,24.0,33.0
520,76891,IA,M,740.0,555,585.0,616,669.0,20144.0,14.22222222,10.0
521,114197,OK,M,566.0,216,277.0,279,307.0,11117.0,11.33333333,11.0
522,164894,CA,F,1872.0,382,445.0,421,483.0,14606.0,3.857142857,10.0
523,23351,SC,F,381.0,219,267.0,257,282.0,8259.0,9.0625,10.0
524,37205,FL,F,914.0,321,363.0,371,409.0,17804.0,10.33333333,10.0
525,174453,OR,M,765.0,313,332.0,373,386.0,18180.0,9.875,15.0
526,150060,CA,F,2773.0,357,385.0,431,455.0,16115.0,17.91666667,20.0
527,6851,CA,F,1400.0,246,304.0,281,331.0,11924.0,10.0,7.0
528,152094,CA,F,1546.0,320,388.0,379,421.0,13648.0,7.0,10.0
529,154892,CA,F,1353.0,218,349.0,290,371.0,14010.0,7.05,9.0
530,186204,AZ,M,1117.0,475,501.0,527,551.0,16341.0,7.5,5.0
531,47860,AL,Male,549.0,401,459.0,435,475.0,16638.0,6.75,7.0
532,120574,TX,M,391.0,243,263.0,255,302.0,10702.0,16.0,17.0
533,65746,MI,M,780.0,395,434.0,494,548.0,18605.0,10.0,20.0
534,172167,CA,F,680.0,235,243.0,282,287.0,7362.0,13.0,20.0
535,91580,IL,F,852.0,377,401.0,383,417.0,13398.0,4.076923077,4.0
536,97015,TX,F,992.0,551,568.0,573,602.0,17993.0,6.545454545,4.0
537,171383,CA,M,2051.0,503,519.0,547,568.0,17646.0,7.666666667,7.0
538,52161,TN,F,325.0,148,181.0,171,209.0,6334.0,6.7,5.0
539,153301,CA,M,3438.0,106,166.0,142,211.0,11112.0,8.578947368,15.0
540,51520,TN,U,672.0,179,356.0,260,373.0,15936.0,11.5,10.0
541,187755,IL,M,1977.0,676,693.0,751,768.0,22666.0,10.0,10.0
542,189943,FL,M,1437.0,385,444.0,480,551.0,23079.0,12.76,200.0
543,182895,WA,F,563.0,340,430.0,366,414.0,13688.0,4.941176471,10.0
544,135230,AZ,Female,1099.0,351,513.0,421,564.0,22396.0,9.375,12.0
545,111081,AZ,Female,707.0,211,312.0,258,323.0,14226.0,6.75,9.0
546,34632,FL,F,842.0,377,375.0,446,461.0,15608.0,7.5,15.0
547,56697,KY,F,354.0,250,256.0,277,289.0,9288.0,7.7,10.0
548,78116,WI,F,720.0,399,432.0,406,446.0,14215.0,8.8,10.0
549,110847,AR,M,419.0,235,277.0,284,317.0,10482.0,5.227272727,5.0
550,152149,CA,M,1538.0,303,343.0,355,389.0,13191.0,6.2,10.0
551,169489,CA,F,1281.0,370,386.0,372,403.0,11428.0,8.333333333,8.0
552,116063,TX,F,680.0,339,387.0,352,382.0,10577.0,10.0,5.0
553,81241,WI,male,419.0,219,243.0,266,299.0,10050.0,10.5,20.0
554,5642,IL,F,1000.0,271,458.0,377,479.0,16266.0,17.33333333,48.0
555,70493,MI,M,279.0,119,165.0,170,207.0,6680.0,12.0,25.0
556,147175,CA,M,2074.0,495,515.0,560,586.0,20386.0,6.5,7.0
557,145823,CA,F,3297.0,698,719.0,762,789.0,21977.0,25.0,50.0
558,76655,IA,F,478.0,313,397.0,331,388.0,12606.0,11.7,10.0
559,167538,NV,F,948.0,325,353.0,367,398.0,15038.0,11.5,15.0
560,108976,LA,M,1730.0,794,843.0,833,899.0,35252.0,13.75,25.0
561,79022,WI,male,1375.0,79,171.0,125,221.0,8931.0,7.0,9.0
562,118097,TX,F,398.0,216,258.0,275,308.0,11289.0,15.0,5.0
563,58566,KY,M,633.0,309,326.0,351,391.0,13407.0,12.33333333,16.0
564,167784,CA,F,2380.0,274,348.0,315,417.0,16569.0,14.18181818,15.0
565,37202,FL,F,914.0,321,363.0,371,409.0,17804.0,11.0,25.0
566,5510,WA,F,705.0,250,304.0,308,330.0,13764.0,10.54054054,20.0
567,16771,NC,female,2018.0,709,755.0,752,797.0,26070.0,4.722222222,5.0
568,69997,MI,M,1072.0,545,597.0,600,602.0,18492.0,15.53846154,26.0
569,190558,HI,M,4572.0,400,525.0,499,613.0,23300.0,8.48,10.0
570,34608,FL,M,967.0,434,463.0,478,501.0,17052.0,9.333333333,12.0
571,171357,CA,F,2631.0,689,753.0,772,816.0,38138.0,25.0,25.0
572,190040,NC,M,1610.0,413,644.0,551,721.0,24479.0,12.5,12.0
