,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
9155,MM71959,Arizona,8733.527338,No,Basic,Bachelor,2/5/11,Employed,M,83210,Suburban,Divorced,110,0.0,25,0.0,3,Personal Auto,Personal L3,Offer3,Branch,528.0,Sports Car,Large,nan
9156,VJ51327,California,20314.9976,No,Basic,High School or Below,1/21/11,Employed,F,63209,Rural,Married,102,20.0,28,2.0,2,Personal Auto,Personal L3,Offer1,Agent,207.320041,SUV,Small,A
9157,SM58898,California,17223.89108,No,Basic,High School or Below,2/18/11,Employed,F,85378,Suburban,Married,107,7.0,4,0.0,2,Corporate Auto,Corporate L1,Offer4,Call Center,513.6,SUV,Medsize,nan
9158,BA19651,California,6134.38779,No,Extended,High School or Below,1/1/11,Employed,M,43875,Urban,Divorced,78,18.0,33,0.0,5,Corporate Auto,Corporate L3,Offer3,Agent,289.468771,Four-Door Car,Medsize,A
9159,JP22499,California,3142.739611,No,Extended,Bachelor,1/10/11,Employed,M,43285,Urban,Single,83,35.0,77,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,265.742679,Two-Door Car,Medsize,A
9160,DA84476,Oregon,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32.0,19,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,302.4,Four-Door Car,Medsize,A
9161,AX86150,Washington,2656.713092,No,Basic,High School or Below,2/9/11,Employed,M,62777,Rural,Single,67,34.0,32,0.0,1,Personal Auto,Personal L1,Offer4,Agent,101.288069,Two-Door Car,Medsize,A
9162,JD10245,California,4358.762008,No,Basic,High School or Below,1/31/11,Employed,M,86001,Suburban,Divorced,109,4.0,27,1.0,1,Personal Auto,Personal L3,Offer1,Agent,523.2,SUV,Medsize,A
9163,CA54112,Nevada,15119.55539,No,Basic,Doctor,2/25/11,Employed,M,47725,Rural,Married,63,10.0,66,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,142.205246,Two-Door Car,Medsize,nan
9164,No94161,California,2719.431536,No,Basic,High School or Below,2/15/11,Employed,M,37703,Rural,Divorced,70,11.0,51,0.0,1,Corporate Auto,Corporate L1,Offer3,Agent,83.121963,Two-Door Car,Medsize,A
9165,LM37855,California,7607.001877,No,Basic,College,1/28/11,Unemployed,M,0,Suburban,Married,104,3.0,62,0.0,3,Personal Auto,Personal L2,Offer1,Branch,638.4149940000000,SUV,Small,A
9166,SC92090,Arizona,8717.049833,Yes,Basic,College,2/14/11,Employed,M,83846,Suburban,Married,74,22.0,94,3.0,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large,A
9167,SM54927,Washington,6739.664992,No,Extended,Bachelor,1/26/11,Unemployed,F,0,Rural,Married,93,34.0,32,0.0,9,Personal Auto,Personal L2,Offer1,Call Center,13.073952,Four-Door Car,Medsize,A
9168,UV17888,California,7405.420506,No,Basic,Bachelor,1/9/11,Disabled,F,22044,Rural,Divorced,65,35.0,70,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,10.393016,Four-Door Car,Large,A
9169,GN46207,Oregon,4170.687348,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28.0,23,1.0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,SUV,Large,A
9170,AQ94108,Oregon,8507.832473,No,Basic,College,2/26/11,Employed,F,56704,Rural,Married,71,33.0,50,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,84.71504400000000,Four-Door Car,Medsize,A
9171,HQ87008,California,2627.610202,No,Basic,Bachelor,1/2/11,Employed,F,94962,Suburban,Married,67,10.0,48,4.0,1,Personal Auto,Personal L2,Offer2,Agent,321.6,Two-Door Car,Large,A
9172,VK42108,Washington,18060.47947,No,Basic,Bachelor,1/17/11,Employed,F,57882,Suburban,Single,115,1.0,61,0.0,2,Corporate Auto,Corporate L3,Offer1,Web,552.0,SUV,Medsize,A
9173,DY73849,California,4569.8758,No,Extended,Bachelor,1/25/11,Unemployed,F,0,Rural,Married,124,32.0,75,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,250.723005,SUV,Large,A
9174,PD97837,Arizona,2199.516645,No,Basic,Bachelor,1/16/11,Unemployed,M,0,Suburban,Married,62,29.0,72,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,297.6,Four-Door Car,Medsize,nan
9175,SC47383,Nevada,7406.882612,No,Basic,Bachelor,2/3/11,Employed,F,38169,Rural,Married,62,18.0,82,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,71.678412,Four-Door Car,Medsize,A
9176,TD14365,California,8163.890428,No,Extended,Bachelor,2/6/11,Unemployed,M,0,Suburban,Single,85,9.0,37,3.0,2,Corporate Auto,Corporate L2,Offer1,Branch,790.784983,Four-Door Car,Medsize,A
9177,EZ43738,California,5204.64616,No,Basic,Bachelor,2/9/11,Medical Leave,F,29406,Suburban,Married,68,33.0,79,0.0,6,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,A
9178,QD73891,Oregon,5261.117506000000,No,Basic,High School or Below,1/13/11,Employed,M,90217,Suburban,Married,66,14.0,88,1.0,5,Personal Auto,Personal L1,Offer4,Web,316.8,Four-Door Car,Small,A
9179,PY70169,Oregon,22643.83478,No,Basic,High School or Below,2/24/11,Employed,M,93011,Rural,Divorced,113,17.0,12,0.0,2,Personal Auto,Personal L3,Offer4,Agent,281.451042,SUV,Medsize,nan
9180,XN90444,California,8200.269735,No,Basic,Doctor,1/22/11,Employed,M,24814,Suburban,Single,69,31.0,48,0.0,2,Special Auto,Special L1,Offer2,Call Center,331.2,Two-Door Car,Medsize,A
9181,ZT53375,California,5483.89085,No,Basic,Bachelor,1/7/11,Employed,M,87777,Urban,Single,68,16.0,1,0.0,7,Personal Auto,Personal L2,Offer1,Branch,257.708912,Two-Door Car,Medsize,A
9182,UA74474,Oregon,4515.184003,No,Premium,College,2/27/11,Employed,F,87517,Suburban,Married,112,1.0,28,1.0,1,Corporate Auto,Corporate L3,Offer2,Branch,802.278237,Four-Door Car,Small,A
9183,MA60552,California,4015.400868,No,Basic,Bachelor,2/19/11,Employed,M,28088,Suburban,Married,102,8.0,61,0.0,1,Personal Auto,Personal L2,Offer1,Agent,489.6,SUV,Small,A
9184,No50634,Oregon,4330.38602,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,Medsize,A
9185,GX84338,Washington,3824.431298,No,Extended,Doctor,2/1/11,Employed,F,62530,Rural,Married,95,35.0,28,0.0,1,Personal Auto,Personal L3,Offer4,Agent,61.693771,Four-Door Car,Medsize,nan
9186,JW94491,,11790.49617,,Basic,College,1/3/11,Retired,M,25251,Suburban,Divorced,66,13.0,43,0.0,2,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,A
9187,PW65305,California,8870.673845000000,No,Basic,College,1/3/11,Employed,M,91580,Urban,Married,73,14.0,52,0.0,2,Personal Auto,Personal L2,Offer2,Branch,290.70096,Two-Door Car,Medsize,nan
9188,CZ96653,Oregon,8534.792754,No,Basic,Bachelor,2/21/11,Employed,F,47325,Rural,Married,107,0.0,92,0.0,6,Personal Auto,Personal L2,Offer1,Web,64.59821600000000,SUV,Small,A
9189,IA67715,California,7720.155885000000,No,Basic,High School or Below,2/26/11,Employed,F,67332,Suburban,Married,192,3.0,10,0.0,1,Personal Auto,Personal L2,Offer4,Branch,921.6,Luxury Car,Medsize,nan
9190,FL85008,Oregon,13466.92071,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11.0,9,0.0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small,A
9191,JY87538,Oregon,28486.0728,No,Basic,College,1/14/11,Employed,F,91871,Urban,Single,102,5.0,3,0.0,2,Personal Auto,Personal L2,Offer1,Web,346.845129,SUV,Medsize,nan
9192,AE60813,Oregon,4993.025273000000,No,Basic,College,2/17/11,Employed,F,75090,Rural,Married,63,10.0,67,1.0,7,Personal Auto,Personal L3,Offer4,Branch,101.34165,Four-Door Car,Medsize,nan
9193,TK61994,Oregon,6104.501453,No,Extended,College,2/28/11,Disabled,F,18690,Rural,Married,80,10.0,63,0.0,5,Personal Auto,Personal L2,Offer1,Agent,18.192921,Four-Door Car,Medsize,nan
9194,RY26286,California,5068.426258,No,Basic,College,1/5/11,Employed,M,80846,Urban,Single,65,9.0,32,0.0,9,Corporate Auto,Corporate L2,Offer2,Agent,227.183015,Four-Door Car,Medsize,nan
9195,HK96298,California,2784.969185,No,Basic,Master,2/4/11,Employed,M,61807,Rural,Divorced,70,0.0,96,0.0,1,Personal Auto,Personal L2,Offer4,Agent,104.209216,Four-Door Car,Large,nan
9196,EA40332,Oregon,15394.8718,No,Premium,Bachelor,1/22/11,Employed,M,35822,Suburban,Divorced,197,25.0,79,0.0,7,Personal Auto,Personal L2,Offer2,Agent,1404.868905,SUV,Medsize,A
9197,WU60905,,8610.667489,,Basic,High School or Below,2/6/11,Unemployed,F,0,Suburban,Married,111,27.0,36,0.0,9,Corporate Auto,Corporate L1,Offer3,Web,532.8,SUV,Medsize,nan
9198,JL15127,Nevada,9816.528302,Yes,Basic,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Personal Auto,Personal L3,Offer1,Branch,128.969729,,,nan
9199,EG54606,California,5218.970820000000,No,Basic,Bachelor,2/27/11,Employed,M,21371,Suburban,Married,66,13.0,48,0.0,8,Personal Auto,Personal L2,Offer2,Branch,590.017366,Four-Door Car,Small,nan
9200,YR85283,Nevada,15083.78498,No,Extended,High School or Below,1/1/11,Employed,F,26021,Urban,Married,126,6.0,32,0.0,2,Personal Auto,Personal L2,Offer4,Agent,331.847478,SUV,Small,A
9201,KW52227,California,7814.604545,No,Basic,Bachelor,2/7/11,Employed,M,51972,Suburban,Married,66,19.0,22,0.0,2,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,A
9202,NF60680,Arizona,20096.89337,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17.0,15,0.0,2,Personal Auto,Personal L2,Offer2,Agent,379.029102,Two-Door Car,Large,nan
9203,XH93021,Nevada,5439.342442,No,Extended,High School or Below,1/13/11,Unemployed,M,0,Suburban,Single,82,12.0,40,0.0,6,Personal Auto,Personal L3,Offer1,Branch,590.4,Four-Door Car,Small,nan
9204,ZK25313,,2872.051273,,Basic,High School or Below,2/19/11,Employed,M,57749,Suburban,Single,74,31.0,21,0.0,1,Personal Auto,Personal L2,Offer1,Branch,355.2,Two-Door Car,Medsize,A
9205,CP32818,Oregon,4529.965388000000,No,Basic,Bachelor,2/21/11,Employed,M,64270,Rural,Single,117,12.0,58,0.0,1,Personal Auto,Personal L3,Offer2,Agent,46.104534,Sports Car,Small,A
9206,HB48518,Nevada,3891.537785,No,Basic,College,1/17/11,Employed,M,31409,Rural,Married,100,14.0,39,0.0,1,Corporate Auto,Corporate L2,Offer4,Agent,116.163,SUV,Medsize,A
9207,XK61304,California,5297.151805,No,Basic,College,2/19/11,Medical Leave,F,23908,Suburban,Married,70,18.0,57,0.0,4,Personal Auto,Personal L3,Offer1,Agent,336.0,Four-Door Car,Medsize,A
9208,FD11364,Oregon,6768.9970270000000,No,Extended,Bachelor,1/31/11,Employed,F,77001,Suburban,Single,85,4.0,58,0.0,3,Special Auto,Special L3,Offer2,Call Center,408.0,Four-Door Car,Medsize,nan
9209,MY13737,California,9386.753031,No,Basic,High School or Below,2/11/11,Employed,M,42090,Rural,Married,119,0.0,61,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,203.352239,SUV,Medsize,A
9210,TX98128,California,13864.38495,No,Basic,College,2/18/11,Unemployed,F,0,Suburban,Single,74,4.0,12,4.0,2,Personal Auto,Personal L1,Offer1,Agent,580.8867850000000,Four-Door Car,Large,nan
9211,UM15297,California,9640.532979,No,Extended,Bachelor,1/27/11,Employed,F,30431,Rural,Married,122,6.0,16,0.0,3,Corporate Auto,Corporate L1,Offer3,Call Center,133.4674,SUV,Small,nan
9212,KC71643,Oregon,2463.236825,No,Basic,High School or Below,1/17/11,Employed,M,99144,Suburban,Married,61,29.0,51,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,292.8,Four-Door Car,Medsize,nan
9213,LE85123,Oregon,19237.77089,No,Basic,Bachelor,1/2/11,Employed,M,35624,Urban,Single,66,6.0,55,2.0,2,Personal Auto,Personal L1,Offer1,Call Center,227.44626,Four-Door Car,Medsize,A
9214,XC43591,Oregon,12880.74907,No,Premium,College,2/21/11,Employed,M,24571,Suburban,Married,109,21.0,22,0.0,2,Personal Auto,Personal L3,Offer1,Agent,523.2,Four-Door Car,Medsize,A
9215,HM20848,California,4594.292826,No,Basic,High School or Below,2/6/11,Employed,F,39053,Suburban,Married,114,5.0,66,0.0,1,Personal Auto,Personal L1,Offer3,Agent,547.2,Sports Car,Medsize,nan
9216,UP30859,Nevada,7492.055949,No,Basic,College,1/16/11,Employed,F,39815,Rural,Divorced,64,17.0,68,0.0,2,Special Auto,Special L3,Offer3,Branch,91.391245,Four-Door Car,Medsize,nan
9217,YZ79232,Oregon,4776.186527000000,No,Basic,Master,2/5/11,Unemployed,M,0,Urban,Single,67,10.0,38,0.0,9,Personal Auto,Personal L3,Offer2,Web,315.215329,Four-Door Car,Medsize,A
9218,WN76039,Nevada,2545.056879,No,Basic,Bachelor,1/16/11,Unemployed,F,0,Suburban,Single,71,6.0,65,0.0,1,Special Auto,Special L3,Offer1,Agent,340.8,Four-Door Car,Medsize,A
9219,SI48717,Oregon,14435.664530000000,No,Extended,College,2/20/11,Employed,M,70600,Suburban,Divorced,122,26.0,5,1.0,2,Personal Auto,Personal L3,Offer2,Call Center,636.982333,SUV,Medsize,A
9220,MB60322,Arizona,5332.462694,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32.0,30,0.0,7,Special Auto,Special L2,Offer2,Branch,309.577946,Four-Door Car,Medsize,nan
9221,BX20846,Oregon,3861.486269,Yes,Extended,College,1/6/11,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Personal Auto,Personal L3,Offer2,Branch,281.110788,Four-Door Car,Medsize,A
9222,GF97506,Nevada,9048.983447,Yes,Basic,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9.0,8,0.0,3,Personal Auto,Personal L2,Offer2,Web,571.2,Sports Car,Medsize,A
9223,NG27780,Oregon,2520.12318,No,Basic,College,1/15/11,Unemployed,M,0,Rural,Married,70,18.0,47,0.0,1,Corporate Auto,Corporate L1,Offer2,Agent,63.043197,Four-Door Car,Medsize,A
9224,FX78901,Oregon,16548.85665,No,Extended,Bachelor,1/21/11,Employed,F,81639,Rural,Single,82,33.0,26,0.0,2,Special Auto,Special L3,Offer2,Call Center,47.952426,Four-Door Car,Medsize,A
9225,XQ81794,Arizona,5137.349322,No,Basic,High School or Below,2/25/11,Employed,M,93872,Urban,Married,64,23.0,6,0.0,6,Personal Auto,Personal L3,Offer4,Web,206.495442,Four-Door Car,Medsize,A
9226,IR57729,California,16547.637280000000,No,Basic,High School or Below,1/7/11,Employed,M,46593,Rural,Married,70,3.0,81,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,129.151543,Two-Door Car,Medsize,A
9227,RO73268,California,3211.070017,No,Extended,Bachelor,2/15/11,Disabled,M,16269,Suburban,Divorced,86,6.0,84,0.0,1,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,Medsize,nan
9228,WH77063,Arizona,4351.550504,No,Premium,High School or Below,2/9/11,Employed,F,74163,Suburban,Married,108,14.0,63,0.0,1,Personal Auto,Personal L1,Offer4,Agent,518.4,Four-Door Car,Small,nan
9229,TR88637,Arizona,8105.910755,No,Basic,High School or Below,2/11/11,Employed,F,38893,Rural,Single,103,19.0,40,0.0,9,Personal Auto,Personal L1,Offer2,Agent,41.965252,SUV,Small,A
9230,KZ60207,Arizona,5007.672425,No,Basic,College,1/16/11,Employed,M,51523,Suburban,Married,62,31.0,0,0.0,3,Personal Auto,Personal L2,Offer4,Agent,297.6,Four-Door Car,Small,A
9231,AF17671,Washington,7765.228166,No,Extended,Bachelor,1/27/11,Employed,F,56337,Suburban,Married,97,26.0,25,0.0,3,Personal Auto,Personal L2,Offer4,Web,465.6,Four-Door Car,Medsize,nan
9232,TG36139,California,4679.977728,No,Extended,High School or Below,2/10/11,Disabled,F,21720,Suburban,Single,128,5.0,7,0.0,1,Corporate Auto,Corporate L1,Offer4,Branch,837.905079,SUV,Medsize,A
9233,TL60066,California,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Personal Auto,Personal L1,Offer1,Branch,572.072106,Four-Door Car,Medsize,nan
9234,VG57728,California,2692.057629,No,Basic,High School or Below,1/8/11,Employed,M,92593,Rural,Single,68,4.0,53,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,8.44322,Four-Door Car,Medsize,nan
9235,PT45842,,4642.020128,,Basic,College,2/11/11,Unemployed,M,0,Suburban,Single,64,10.0,15,0.0,5,Personal Auto,Personal L3,Offer1,Web,770.254285,Two-Door Car,Small,nan
9236,VH51235,Arizona,3097.915845,No,Extended,Bachelor,2/14/11,Unemployed,F,0,Suburban,Single,89,16.0,59,0.0,1,Personal Auto,Personal L2,Offer3,Web,427.2,Four-Door Car,Medsize,A
9237,KJ86296,Oregon,4556.592993,No,Basic,High School or Below,2/1/11,Unemployed,M,0,Suburban,Single,73,24.0,40,2.0,9,Personal Auto,Personal L2,Offer1,Agent,525.6,Four-Door Car,Medsize,A
9238,KP72427,Washington,21639.83862,No,Basic,High School or Below,2/21/11,Employed,M,64455,Rural,Married,108,5.0,43,0.0,2,Personal Auto,Personal L3,Offer2,Agent,133.73539500000000,SUV,Medsize,nan
9239,WR53191,California,15120.21281,No,Extended,Bachelor,2/16/11,Employed,F,20656,Suburban,Single,130,15.0,5,0.0,2,Corporate Auto,Corporate L2,Offer1,Web,706.114237,SUV,Medsize,nan
9240,JP69867,Nevada,8512.13221,No,Premium,College,2/19/11,Employed,M,61725,Suburban,Divorced,106,7.0,70,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,508.8,Four-Door Car,Large,nan
9241,XP50892,Oregon,3940.123576,No,Basic,High School or Below,2/3/11,Employed,M,92539,Rural,Single,100,1.0,55,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,25.713622,SUV,Medsize,A
9242,ER20865,California,8652.652451,No,Premium,Bachelor,2/1/11,Employed,M,65605,Urban,Married,111,2.0,72,2.0,7,Corporate Auto,Corporate L2,Offer3,Branch,377.781658,Two-Door Car,Medsize,A
9243,HK15299,California,5479.854218,No,Basic,High School or Below,1/28/11,Employed,M,38210,Suburban,Married,69,25.0,41,0.0,3,Personal Auto,Personal L2,Offer2,Agent,383.043363,,,nan
9244,PU18983,Oregon,8608.157233,No,Basic,High School or Below,2/4/11,Employed,F,21450,Suburban,Divorced,110,8.0,80,2.0,3,Personal Auto,Personal L1,Offer1,Call Center,528.0,Sports Car,Small,A
9245,NT40494,California,5074.246068,No,Basic,High School or Below,2/27/11,Employed,F,66933,Urban,Married,63,8.0,0,0.0,6,Personal Auto,Personal L1,Offer1,Agent,160.52105,Four-Door Car,Medsize,A
9246,SM73248,Arizona,11537.50507,No,Extended,High School or Below,1/21/11,Unemployed,M,0,Suburban,Single,86,12.0,89,1.0,2,Corporate Auto,Corporate L1,Offer1,Agent,619.2,Two-Door Car,Medsize,A
9247,JI42730,Arizona,3705.291862,No,Extended,High School or Below,2/3/11,Employed,M,84493,Suburban,Married,92,29.0,19,0.0,1,Personal Auto,Personal L3,Offer4,Agent,441.6,Four-Door Car,Small,nan
9248,NK71023,Nevada,9942.304791,No,Extended,Bachelor,1/19/11,Employed,M,67890,Suburban,Single,85,23.0,57,0.0,2,Personal Auto,Personal L2,Offer4,Agent,408.0,,,A
9249,PU92298,Arizona,7956.152761,No,Basic,Bachelor,1/27/11,Medical Leave,F,22699,Suburban,Married,74,11.0,76,4.0,2,Personal Auto,Personal L3,Offer1,Call Center,355.2,Four-Door Car,Medsize,nan
9250,JG83987,Arizona,6451.263836,No,Extended,Bachelor,1/13/11,Employed,F,30857,Urban,Married,81,17.0,14,0.0,7,Personal Auto,Personal L3,Offer3,Web,309.1617770000000,Two-Door Car,Large,A
9251,MZ30958,Nevada,6715.59268,No,Extended,High School or Below,2/25/11,Retired,M,21835,Suburban,Married,90,6.0,78,0.0,7,Corporate Auto,Corporate L2,Offer1,Agent,432.0,Two-Door Car,Medsize,A
9252,IG80910,Oregon,3071.784639,No,Extended,High School or Below,2/22/11,Employed,F,47528,Urban,Married,77,10.0,73,1.0,1,Personal Auto,Personal L3,Offer2,Agent,277.582137,Four-Door Car,Medsize,A
9253,JV23769,Oregon,2725.356404,Yes,Basic,Master,1/3/11,Employed,F,36650,Rural,Married,69,,70,,1,Personal Auto,Personal L2,Offer2,Web,56.60333000000000,Four-Door Car,Large,nan
9254,HF62608,Oregon,6753.428413,No,Extended,College,2/27/11,Employed,F,44213,Rural,Single,85,15.0,58,0.0,3,Personal Auto,Personal L3,Offer1,Branch,77.523904,Four-Door Car,Medsize,A
9255,OP43389,,8178.235107000000,,Basic,College,1/28/11,Employed,F,29057,Suburban,Married,102,22.0,24,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,489.6,SUV,Medsize,A
9256,YU83697,Nevada,3871.073807,No,Basic,Bachelor,2/27/11,Unemployed,F,0,Suburban,Single,110,8.0,76,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,528.0,SUV,Small,nan
9257,LA78882,California,6297.002886,No,Basic,Bachelor,1/13/11,Unemployed,M,0,Suburban,Single,189,,51,,1,Personal Auto,Personal L3,Offer1,Agent,1823.730828,Luxury Car,Medsize,A
9258,NH95163,Oregon,3707.282365,No,Premium,College,2/24/11,Medical Leave,F,16476,Urban,Divorced,101,29.0,25,0.0,1,Personal Auto,Personal L3,Offer1,Web,313.885191,Four-Door Car,Medsize,nan
9259,KC32511,Oregon,5181.620895,Yes,Basic,Master,2/3/11,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Small,A
9260,SP41790,California,10623.40552,No,Extended,Bachelor,1/23/11,Unemployed,M,0,Suburban,Married,96,11.0,16,0.0,2,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Small,nan
9261,GH54524,California,16973.74021,No,Premium,High School or Below,2/7/11,Employed,M,69497,Rural,Married,142,30.0,31,0.0,2,Personal Auto,Personal L3,Offer4,Agent,92.286763,SUV,Medsize,nan
9262,IK64989,Washington,4458.113369,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1.0,36,1.0,3,Personal Auto,Personal L2,Offer1,Agent,312.0,Four-Door Car,Medsize,A
9263,UJ71101,California,17253.72944,No,Extended,High School or Below,2/19/11,Unemployed,M,0,Suburban,Single,124,,85,,2,Personal Auto,Personal L1,Offer3,Web,928.817071,Sports Car,Medsize,A
9264,XV21647,California,8036.45034,No,Basic,High School or Below,2/1/11,Unemployed,F,0,Suburban,Single,112,7.0,42,0.0,9,Personal Auto,Personal L1,Offer1,Branch,806.4,Sports Car,Medsize,A
9265,MQ68407,Oregon,4376.3635920000000,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,,63,,1,Personal Auto,Personal L3,Offer2,Agent,60.036683,Four-Door Car,Medsize,nan
9266,NP23146,Arizona,5365.93282,No,Basic,College,2/22/11,Employed,F,62808,Urban,Married,66,33.0,37,0.0,4,Special Auto,Special L2,Offer3,Branch,211.515893,Two-Door Car,Medsize,A
9267,BK57087,California,4347.159852000000,No,Basic,College,1/1/11,Employed,F,38223,Suburban,Married,112,27.0,18,2.0,1,Personal Auto,Personal L3,Offer3,Branch,537.6,SUV,Medsize,A
9268,QU93024,California,29706.78459,No,Extended,Bachelor,1/26/11,Unemployed,M,0,Suburban,Single,128,15.0,37,0.0,2,Personal Auto,Personal L2,Offer1,Agent,1345.317161,SUV,Medsize,A
9269,VG68427,Arizona,5608.155723,No,Basic,High School or Below,2/17/11,Employed,M,81914,Urban,Married,70,6.0,33,0.0,6,Corporate Auto,Corporate L2,Offer4,Branch,198.75466,Four-Door Car,Medsize,A
9270,CQ57225,California,5008.789971,No,Basic,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,73,4.0,0,0.0,8,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Two-Door Car,Medsize,nan
9271,YA37626,Oregon,14616.368170000000,No,Extended,Master,1/5/11,Employed,M,25358,Suburban,Single,126,1.0,13,0.0,2,Personal Auto,Personal L1,Offer4,Branch,750.58561,,,nan
9272,HU81007,Oregon,8196.077584,No,Basic,Bachelor,2/28/11,Disabled,F,21706,Suburban,Divorced,108,19.0,28,0.0,3,Personal Auto,Personal L3,Offer1,Agent,518.4,SUV,Medsize,A
9273,KP65334,,5830.561364,,Extended,College,1/13/11,Unemployed,F,0,Suburban,Married,77,11.0,36,0.0,6,Corporate Auto,Corporate L1,Offer1,Agent,783.431945,Four-Door Car,Medsize,nan
9274,HV83672,Oregon,28393.32994,No,Extended,Bachelor,2/9/11,Employed,F,38772,Urban,Married,90,8.0,87,0.0,2,Personal Auto,Personal L1,Offer1,Branch,321.8734740000000,Four-Door Car,Medsize,nan
9275,HW61722,Oregon,7188.607263,No,Basic,Bachelor,1/27/11,Unemployed,F,0,Urban,Married,66,15.0,24,0.0,2,Personal Auto,Personal L3,Offer2,Web,278.574142,Four-Door Car,Medsize,nan
9276,EL89222,California,8609.158215000000,Yes,Basic,Bachelor,1/14/11,Employed,F,79090,Urban,Married,107,2.0,74,0.0,3,Personal Auto,Personal L3,Offer2,Branch,289.040734,SUV,Medsize,nan
9277,US29010,Oregon,3545.413177000000,No,Basic,Bachelor,2/2/11,Unemployed,M,0,Suburban,Single,116,23.0,14,3.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,835.2,SUV,Medsize,nan
9278,EX63393,California,6314.492009000000,No,Extended,Master,2/27/11,Employed,F,66947,Suburban,Married,78,13.0,12,0.0,6,Personal Auto,Personal L1,Offer3,Agent,374.4,Four-Door Car,Small,nan
9279,UX71137,Washington,8875.965501,No,Premium,Doctor,2/5/11,Employed,F,69205,Urban,Married,110,20.0,56,0.0,6,Personal Auto,Personal L3,Offer2,Web,372.362565,Four-Door Car,Medsize,A
9280,JV58396,California,3054.541283,No,Extended,Bachelor,2/25/11,Unemployed,M,0,Suburban,Single,88,29.0,19,0.0,1,Personal Auto,Personal L1,Offer2,Agent,422.4,Four-Door Car,Small,A
9281,LI85491,Oregon,3744.577726,No,Basic,High School or Below,1/1/11,Unemployed,F,0,Suburban,Single,101,3.0,32,0.0,1,Personal Auto,Personal L3,Offer1,Agent,727.2,SUV,Small,A
9282,HH15953,California,3013.439451,No,Extended,Bachelor,2/20/11,Disabled,M,21353,Suburban,Divorced,80,28.0,21,0.0,1,Personal Auto,Personal L3,Offer3,Agent,576.0,Four-Door Car,Medsize,nan
9283,EZ85603,Arizona,11631.87866,No,Premium,College,1/6/11,Unemployed,F,0,Suburban,Married,152,8.0,94,0.0,7,Personal Auto,Personal L3,Offer1,Branch,1082.8146360000000,SUV,Medsize,A
